serial	id	type	title	body	signature_threshold	signature_count	signatures_needed	url	deadline	status	created	day1	day2	day3	day4	day5	day6	day7	day8	day9	day10	day11	day12	day13	day14	day15	day16	day17	day18	day19	day20	day21	day22	day23	day24	day25	day26	day27	day28	day29	day30	day31	day32	day33	day34	day35	day36	day37	day38	day39	day40	day41	day42	day43	day44	day45	day46	day47	day48	day49	day50	day51	day52	day53	day54	day55	day56	day57	day58	day59	day60	numpeaks	total
281	4e7c932c4bd504067e00006e	petition	"Forgive Student Loan Debt to Stimulate the Economy and Usher in a New Era of Innovation, Entrepreneurship and Prosperity"	"Forgiving student loan debt would provide an immediate jolt to the economy by putting hundreds and, in some cases, thousands of extra dollars into the hands of people who WILL spend it - not just once, but each and every month thereafter - freeing them up to invest, buy homes, start businesses and families. This past year, total student loan debt finally surpassed total credit card debt in America, and is on track to exceed $1 TRILLION within the next year. Student loans themselves are responsible for tuition rates that have soared by 439% since 1982 and for saddling entire generations of educated Americans with intractable levels of student loan debt from which there is, seemingly, no escape. Relieve them of this burden and the middle class WILL rebuild this economy from the bottom-up!"	5000	32866	0	https://petitions.whitehouse.gov/petition/forgive-student-loan-debt-stimulate-economy-and-usher-new-era-innovation-entrepreneurship	30	Reviewed	1316788175	3109	2326	936	592	13376	3514	1573	849	457	418	512	547	440	311	159	112	281	220	192	179	160	125	89	75	330	328	309	511	384	148	90	116	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32866
286	4e7ca3b8cf436a8002000025	petition	crack down on puppy mills.	"To prevent the suffering of dogs and puppies in puppy mills, will the President act to close the current regulatory loophole and require large-scale, commercial breeders who sell puppies online and directly to the public to be covered by USDA‰Ûªs Animal Welfare Act regulations, including minimum standards for humane care and treatment? This will help to protect consumers from unknowingly buying sick puppies from inhumane facilities and help to eliminate the horrible conditions in large-scale puppy mills."	5000	32807	0	https://petitions.whitehouse.gov/petition/crack-down-puppy-mills	30	Reviewed	1316792003	143	6	431	643	1308	1626	4239	1375	503	412	439	357	236	655	1139	365	324	254	781	329	566	614	217	205	1093	1534	7094	1367	710	601	242	167	149	216	87	78	131	72	118	145	46	57	100	37	40	126	130	42	38	29	26	24	30	38	125	51	51	39	28	39	2	32067
291	4e7ca6422ee8d0fa79000096	petition	End discrimination based on sexual orientation and gender identity/expression.	"Lesbian, gay, bisexual, and transgender (LGBT) Americans experience unnecessary and inhumane discrimination every day. Whether it's the risk of being deported because our marriages aren't recognized by the federal government, denied a job or fired from a job simply for who we are, bullied to death in schools, refused full parenting rights, or denied adequate and appropriate health care/coverage, LGBT Americans do not have access to the same civil rights as non-LGBT Americans.  Our country is better than this, and we ask the Obama Administration to take any and all steps necessary in order to make LGBT Americans fully equal in all matters governed by federal civil law in all 50 states, the District of Columbia, and U.S. territories.  This petition is supported by GetEQUAL (www.getequal.org)"	5000	7513	0	https://petitions.whitehouse.gov/petition/end-discrimination-based-sexual-orientation-and-gender-identityexpression	30	Reviewed	1316798570	2093	1367	782	431	521	217	111	143	74	61	67	65	59	40	26	11	38	28	21	32	27	16	22	8	33	46	39	41	40	27	15	24	23	52	20	40	43	33	39	40	19	26	24	12	15	39	45	21	14	3	14	5	5	20	60	13	19	18	11	16	1	7214
296	4e7cb0fd4bd5042a1d000011	petition	Take Aviation User Fees off the table	"At a time when we should be working to simplify the tax codes, the administration wants to make it more complex by adding another new fee to the aviation system.  The aviation community understands the need to raise revenue at a time when we all need to sacrifice, however, this should be done by increasing tax rates on aviation fuel, rather than on a per-flight basis.  By using an existing system of revenue generation, the administration can put more of the revenue collected towards the operation of the air traffic control system, thus improving safety for the system overall.  Furthermore, a tax on fuel more accurately reflects the actual ATC services used over a fixed flat fee, as a flight from NYC to LA will require more controller time than a flight from NYC to Boston."	5000	8927	0	https://petitions.whitehouse.gov/petition/take-aviation-user-fees-table	30	Reviewed	1316796001	7	28	49	2488	1937	1536	841	407	137	131	131	109	170	101	27	20	41	24	23	23	19	18	5	15	51	71	111	38	28	9	8	10	9	15	2	7	13	10	11	19	5	6	7	4	3	5	11	4	5	1	1	4	4	7	12	10	10	6	4	7	1	8815
301	4e7cb3fc8d8c371d1c000023	petition	Complete the U.S. Transition to the modern metric system. Allowing us to manufacture items we could sell to the World.	"The modern metric system is a comprehensive, related, easy to use measurement system used worldwide in trade, commerce and science. We could increase our exports if we manufactured and sold using the metric system. 96% of the World population lives outside the US. We would save time professionally and personally because the units are related and easy to use. Moving a decimal place gives a different unit. We would dispense with numerous unneeded non related items used in manufacture including only having to buy one set of tools. Farmers would benefit with simpler application of fertilizer and water. After converting, most wonder why they hadn't been doing this before. The sooner and quicker we do this, the quicker we reap the benefits. The increase in exports alone would be enormous."	5000	2298	2702	https://petitions.whitehouse.gov/petition/complete-us-transition-modern-metric-system-allowing-us-manufacture-items-we-could-sell	30	Closed	1316796460	78	42	14	5	8	318	287	246	158	143	110	132	86	60	44	20	57	56	33	43	29	24	19	16	24	34	43	57	78	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2298
306	4e7ccee9ec309e683f000002	petition	give the National Guard a seat on the Joint Chiefs of Staff.	"Since 2001, the National Guard has answered the call both domestically & overseas. The last 10 years of war as well as disasters such as Hurricane Katrina have demonstrated to our country that the National Guard is an indispensable member of our national defense and disaster response forces. Like other military forces, the Guard has been challenged by long-term & multiple deployments to front lines in Iraq & Afghanistan, yet they are not currently represented in the Joint Chiefs of Staff (JCS). Becoming a permanent member of the JCS will further enhance the ability of the National Guard to perform both its state and federal missions by ensuring that the Chief of the National Guard Bureau is at the table when important homeland defense and disaster response issues are being addressed."	5000	5855	0	https://petitions.whitehouse.gov/petition/give-national-guard-seat-joint-chiefs-staff	30	Reviewed	1316802842	858	255	291	819	454	188	887	224	108	135	131	129	79	32	25	30	29	56	52	30	242	102	33	48	34	31	21	26	18	10	7	12	11	20	4	6	8	8	14	11	5	4	4	2	3	14	11	4	4	1	3	2	1	2	2	1	3	2	3	3	3	5552
311	4e7cd1e1ec309e6e3a000009	petition	End taxpayer subsidies for new nuclear reactors	"The Fukushima nuclear disaster has forever destroyed the myth that nuclear power is clean or green: clean energy plants do not explode and release toxic radiation across the globe. That this accident occurred in a highly-industrialized country using U.S.-supplied technology only underscores the inherent danger of nuclear power.   For the past two years, you have requested that Congress increase the funds available for loans for new nuclear reactor construction by $36 Billion. Congress has not done so.  We ask you now to end taxpayer support for new nuclear reactors. Specifically, we ask you not to request any additional funds for the Department of Energy's nuclear loan guarantee program, nor for the research and development of new nuclear reactors, in the FY 2013 budget and future budgets."	5000	4209	791	https://petitions.whitehouse.gov/petition/end-taxpayer-subsidies-new-nuclear-reactors	30	Closed	1316803380	1522	524	240	176	372	200	79	58	57	51	44	329	57	27	17	8	19	19	23	84	20	22	18	30	37	42	46	37	37	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4209
316	4e7cd293cf436a2045000001	petition	Give States the Freedom to Establish Their Own Marijuana Laws.	"Marijuana prohibition as a policy has failed. We have taken a substance less harmful than alcohol and, through prohibition, have allowed its production and sale to generate massive profits for drug cartels and other criminal actors. Voters and legislators in states across the country are taking steps to reform marijuana laws for both medical and non-medical use so that they serve the best interests of their citizens. These are thoughtful, rational and beneficial reforms.  Do you, as president, trust the people and leaders in the individual states to enact their own marijuana laws or do you feel the federal government should impose prohibition on all 50 states?"	5000	12470	0	https://petitions.whitehouse.gov/petition/give-states-freedom-establish-their-own-marijuana-laws	30	Reviewed	1316803440	3624	2232	1106	659	586	420	287	273	156	135	154	201	226	212	108	101	138	102	87	91	117	153	64	68	237	137	142	141	187	63	51	62	35	96	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12470
321	4e7ce872cf436aee5b000004	petition	"prohibit all federal agencies from promoting, endorsing, or funding fluoridation of the public drinking water."	"Fluoridation violates the individual's right to informed consent.  Fluoride is not a nutrient. Its sole benefit is topical. Swallowing it can cause harm. 41% of American children, aged 12-15, have dental fluorosis, indicating over-exposure. Minorities are disproportionally harmed (CDC, 2005, 2010).  An unrefuted study indicates fluoride is a risk factor for bone cancer in boys (Bassin, 2006). There is mounting evidence that fluoride is an endocrine disruptor, lowers IQ, and accumulates in bone, increasing joint pain and the risk of fractures (NRC, 2006).  Vulnerable subgroups include bottle-fed infants, the elderly, those with kidney disease, diabetics, and minorities (NRC, 2006).  The chemicals used are contaminated industrial by-products and never approved by the FDA. (FluorideAlert.org)"	5000	6007	0	https://petitions.whitehouse.gov/petition/prohibit-all-federal-agencies-promoting-endorsing-or-funding-fluoridation-public-drinking	30	Reviewed	1317067846	622	798	574	238	199	164	197	194	151	156	112	111	416	229	511	234	135	53	41	34	53	68	80	54	45	36	29	61	32	28	36	11	13	23	33	21	20	15	9	6	3	7	21	16	4	10	3	3	5	6	16	11	7	12	8	3	1	5	2	0	2	5985
326	4e7ce90711fb9c155b00000b	petition	Call the New Orleans flooding a man-made disaster created by the failure of the federal government's levees.	"Levees.org's petition requests the President of the United States to please call the flooding of New Orleans in 2005 during Katrina a ""man-made disaster created by the failure of the federal government's levee protection system.""  Levees.org launched this petition because, prior to now, the POTUS consistently refers to the flooding of the N.O. region as a natural disaster caused by a hurricane.  It is not.  Katrina was merely the trigger for the horrific flooding that killed over 1,600 and flooded 80% of a great American city.    Katrina, only a moderately powerful storm in New Orleans, revealed structural flaws in the levee system and exposed blatant civil engineering mistakes by the U.S. Army Corps of Engineers.  "	5000	819	4181	https://petitions.whitehouse.gov/petition/call-new-orleans-flooding-man-made-disaster-created-failure-federal-governments-levees	30	Closed	1316811137	28	4	1	76	248	94	35	27	14	13	131	40	15	9	5	6	8	7	7	7	2	5	3	1	6	8	5	6	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	819
331	4e7cead54bd504d762000002	petition	Enact and enforce legislation to recognize bullying as a punishable hate crime.	"We the undersigned hereby respectfully petition to the Obama Administration that legislation be enacted quickly and actively enforced to offset the number of suicides happening around the country that are directly related to the act of bullying.   Suicide is the third leading cause of death among American 15 to 24-year-olds, an unacceptable statistic for a country founded on the principles of life and liberty.  Joseph Carl Walker-Hoover, 11, Jaheem Herrera, 11, Eric Mohat, 17, and Jamey Rodemeyer, 14, represent just a fraction of those who are taunted with anti-gay slurs so mercilessly by their peers that they feel no other choice but to end their lives.   This is not an issue solely based in the LGBT community. Every child is entitled to feel safe. America can do better for it's youth."	5000	1885	3115	https://petitions.whitehouse.gov/petition/enact-and-enforce-legislation-recognize-bullying-punishable-hate-crime	30	Closed	1316810425	53	33	40	22	514	234	214	125	89	66	67	55	46	34	26	19	23	25	16	24	24	8	14	9	17	28	13	19	16	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1885
336	4e7cee62ec309e4760000008	petition	Ban non-therapeutic routine infant circumcision.	"Routine infant circumcision is in direct violation of human rights. It is also against the Hippocratic Oath; which states: ""Do no harm."" Circumcision is harmful to infants and the men that they will become. A circumcision itself takes 1/3 to 1/2 of the male shaft skin on the penis. It also takes over 2000 fine touch nerve sensors, the gentle gliding mechanism that is offered by the foreskin, and the protection of the foreskin itself. It causes unnecessary pain to the infant and the anesthesia does not block all the pain that an infant feels. In 1993, a ban was formed against genital cutting of infant females. Under the law the ban should also cover male infants too as the equal protection act states. It's time for all sexes to be protected from this barbaric practice."	5000	2576	2424	https://petitions.whitehouse.gov/petition/ban-non-therapeutic-routine-infant-circumcision	30	Closed	1316811281	548	516	255	141	139	90	54	50	31	27	23	30	21	31	42	47	35	23	94	90	31	15	19	46	58	35	25	21	27	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2576
341	4e7cf1be709f034f6a000005	petition	Require all Genetically Modified Foods to be labeled as such.	"Genetically modified foods are a recent technology and are already in many commercial foods Americans consume today. While they may have benefits, these genetically modified organisms (GMOs) have not been studied rigorously enough in their potential human health impacts. Therefore, it should be the consumer's right to know whether the food they choose to purchase contains all or partly genetically modified organisms as ingredients.   Although certified Organic foods are labeled as such and contain no GMOs, the consumer does not know whether they are buying genetically modified foods when they can't or choose not to buy Organic.   Petition to require food companies to label their foods according to their contents in terms of containing genetically modified organisms. "	5000	66671	0	https://petitions.whitehouse.gov/petition/require-all-genetically-modified-foods-be-labeled-such	30	Under Review	1316812182	8	1694	1096	728	688	621	363	234	215	150	178	685	228	153	83	73	129	96	109	116	121	51	72	89	134	139	129	185	117	63	50	43	89	147	31	73	73	90	110	80	31	52	21	26	40	93	66	37	23	11	14	18	26	53	55	24	58	29	38	33	2	10281
346	4e7cf716b25636896300001e	petition	RE-ESTABLISH THE UNITED STATES CIVILIAN CONSERVATION CORPS FOR FUTURE GENERATIONS!	"We the undersigned Citizens of the United States URGE our President to shepherd though Congress - HR 494 - the 21st Century Civilian Conservation Corps Act, sponsored by Marcy Kaptur OH-9 to re-establish the United States Civilian Conservation Corps (CCC).   From 1933 to 1942, the CCC was the biggest and most successful federal work programs in history, and the government‰Ûªs most lasting environmental effort as well. They lived on site in camps similar to those of the military in the field.  It will provide remedial and vocational training for our unemployed and unskilled and veterans through conserving and developing the country's natural resources!    The public sector will provide actual green job training and job experience and benefit future generations.   FMI @ www.wecantakeit.org "	5000	1198	3802	https://petitions.whitehouse.gov/petition/re-establish-united-states-civilian-conservation-corps-future-generations	30	Closed	1316816389	29	30	18	10	7	8	4	3	4	4	8	63	170	81	75	82	59	65	75	59	39	19	19	39	31	41	57	51	35	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1198
351	4e7d00574bd5048f6e00002f	petition	Legalize raw milk sales on a federal level	"Give the people the freedom to choose whether drinking raw milk products is right for them by enabling the legalized sale and distribution of raw milk products across all states.  There are substantial health benefits from raw milk that are not available in pasteurized milk products.  Many of the nutritional, anti-microbial and immune-enhancing components of raw milk are greatly reduced in effectiveness by pasteurization, and completely destroyed by ultra-pasteurization.   The risks associated with drinking raw milk are greatly exaggerated. Compared to raw milk there are 515 times more illnesses from L-mono due to deli meats and 29 times more illness from L-mono due to pasteurized milk.  The Westin A. Price Foundation has more information at:  http://www.realmilk.com/rawmilkoverview.html"	5000	6079	0	https://petitions.whitehouse.gov/petition/legalize-raw-milk-sales-federal-level	30	Reviewed	1316816254	116	750	524	317	241	175	140	127	80	115	129	128	77	41	35	53	78	79	98	51	58	33	46	104	148	520	755	260	83	56	45	32	22	34	6	19	19	24	36	28	10	11	5	7	8	29	12	10	8	5	2	2	9	12	11	10	9	11	10	8	2	5871
356	4e7d04bb4bd5047c6d00003d	petition	Make Bribing Politicians Illegal.	No corporation should be allowed to give campaign contributions to any politician or political party that is involved in writing or voting on legislation that affects them or the industry they profit from.  In any other scenario giving money to people who are supposed to be regulating something you are doing is considered bribery.  If a sports team gives money to the referee before their game - its a bribe.  If a defendant gives money to a judge or jury member before his trial - its a bribe.  If a criminal gives money to a police officer - its a bribe.  Politics should be no different.  Corporations giving millions of dollars to politicians could not create a more clear conflict of interest in policy making - ITS A BRIBE.  If the Administration disagrees we would love to hear why.	5000	4061	939	https://petitions.whitehouse.gov/petition/make-bribing-politicians-illegal	30	Closed	1316817010	74	601	780	485	391	218	138	129	87	89	89	85	66	45	57	43	73	44	38	34	38	111	40	36	39	47	49	56	53	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4061
361	4e7d09394bd5047c6d000045	petition	Educate the Public Regarding Nuclear Power.	"This petition is a response to the ""End taxpayer subsidies for new nuclear reactors"" petition.  Due to the manufactured controversy that is the nuclear reactor meltdown in Fukushima, Japan, perpetuated by a scientifically illiterate news media, the public is unnecessarily hostile to nuclear power as an energy source.  To date nobody has died from the accident and Fukushima, and nuclear power has the lowest per Terra-watt hour death toll of any energy source known to man:  http://nextbigfuture.com/2011/03/deaths-per-twh-by-energy-source.html  The Obama administration should take better strides to educate the public regarding this important energy source."	5000	866	4134	https://petitions.whitehouse.gov/petition/educate-public-regarding-nuclear-power	30	Closed	1316818135	9	15	18	1	5	16	1	0	0	2	0	167	107	55	38	41	44	28	42	22	66	19	9	17	9	27	36	38	23	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	866
366	4e7d12428d8c373479000050	petition	Allow BASE Jumping in National Parks	"We the people believe that BASE Jumping is not an illegal activity when participated in on public property. It should be treated as other sports are when they are active in designated areas. BASE Jumping has been banned by the NPS, and that should be addressed. The United States of America should be a place of personal liberty and freedom that allows BASE Jumpers to pursue their passions like all other citizens."	5000	1868	3132	https://petitions.whitehouse.gov/petition/allow-base-jumping-national-parks	30	Closed	1316819782	589	242	214	156	120	67	55	42	17	32	44	34	26	67	13	13	11	12	17	28	8	2	3	14	6	9	9	8	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1868
371	4e7d190111fb9c2c7b000055	petition	Pardon Marc Emery.	"We formally request President Obama pardon and release Marc Scott Emery.  Marc Emery, a well-known Canadian political activist, publisher, businessman and leader of the BC Marijuana Party, was arrested in 2005 at the request of the United States for selling cannabis seeds through the mail. The DEA press release by Administrator Karen Tandy on July 29th, 2005 clearly explained the United States‰Ûª extradition request was a ‰ÛÏsignificant blow ‰Û_ to the marijuana legalization movement‰Ûù because Marc Emery‰Ûªs money had been ‰ÛÏchanneled to marijuana legalization groups active in the United States and Canada‰Ûù ‰ÛÒ and therefore, was for the purpose of prosecuting and punishing him by reason of his political opinion, activity and involvement; [DEA press release seen at www.FreeMarc.ca]"	5000	8254	0	https://petitions.whitehouse.gov/petition/pardon-marc-emery	30	Reviewed	1316825895	476	1430	532	573	457	318	255	408	536	249	170	218	214	132	83	70	115	73	81	104	228	103	85	84	114	86	72	95	107	100	40	26	25	19	7	42	55	51	49	86	25	36	15	23	23	33	33	16	13	8	11	10	4	16	10	10	0	0	0	0	2	8254
376	4e7d240611fb9c127f000068	petition	Stop denying the medical value of cannabis (marijuana.) Remove it from schedule one of the controlled substances act.	This petition asks that the government recognize the medical value of cannabis (marijuana.) 	5000	5840	0	https://petitions.whitehouse.gov/petition/stop-denying-medical-value-cannabis-marijuana-remove-it-schedule-one-controlled-substances	30	Reviewed	1316825281	26	12	11	17	7	20	8	11	27	399	631	545	442	364	245	173	277	173	172	153	232	151	84	199	269	200	245	189	118	59	77	54	105	119	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5840
381	4e7d38702ee8d0be02000097	petition	Support a Ban on Horse Slaughter	"President Obama should support the American Horse Slaughter Prevention Act of 2011, S.B. 1176/H.R. 2966, to ban the slaughter of horses for human consumption:   1) Horses are revered for their contributions to the building of this country, their companionship and special bond with people; (2) Horses are not raised for the purpose of being slaughtered for human consumption, and, indeed, American horses are not raised, fed and medicated within the FDA guidelines established for food animals, making them potentially unfit and unsafe for human consumption; (3) Horse slaughter is animal cruelty, not humane euthanasia; it means environmental and economic devastation for communities; and (4) Banning slaughter would reduce the number of horses in need and improve horse welfare.     "	5000	8513	0	https://petitions.whitehouse.gov/petition/support-ban-horse-slaughter	30	Reviewed	1316830242	870	563	613	312	296	264	210	215	177	407	323	226	135	206	158	107	67	61	39	48	44	31	35	30	55	71	65	180	92	112	63	43	64	36	6	18	10	17	9	11	20	1039	349	212	177	85	54	28	51	22	16	21	15	34	25	18	10	19	19	10	3	8513
386	4e7d3a77cf436af02000003f	petition	Make Social Security solvent without cutting benefits or raising the retirement age.	"As more income in our economy has shifted to upper brackets and as income (such as, capital gains (income generated through investment), that are not subject to withholding it is threatening Social Security's solvency.  Combined with the Bush tax giveaways, the very wealthy pay an overall effective tax rate that is less than middle and lower income wage earners.  It's led to the Social Security being in trouble long-term. Instead of cutting benefits, or increasing the retirement age simply remove the cap (currently the first $106,800 wages) & subject ALL income to withholding.  Lifting the cap & subjecting capital gains to FICA withholding would increase the revenue enough to make it not only permanently solvent but would run at a profit & allow benefits to be increased (for everyone)."	5000	1180	3820	https://petitions.whitehouse.gov/petition/make-social-security-solvent-without-cutting-benefits-or-raising-retirement-age	30	Closed	1316829861	12	0	4	34	13	12	21	18	11	1	10	1	2	0	0	0	3	1	0	0	6	81	90	200	152	142	128	118	78	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1180
391	4e7d41432ee8d00b700000d6	petition	"Help protect the life, liberty and basic rights of the Bahraini demonstrators."	"Credible reports from international human rights organizations confirm violent crimes by Bahraini and GCC forces against innocent and unarmed citizens. With ongoing arbitrary detentions, the harassment and intimidation of health professionals, and the effective denial of medical care for the injured - Bahrainis are suffering no less than the Libyans did under the Qadhafi rule.   Where is the United States in helping the Bahraini protesters? We would like to remind you of your commitment to help people seeking democracy and freedom in the Arab Spring, and draw your attention to a bill passed by the US congress to support the rights of Bahrainis.  http://thehill.com/blogs/congress-blog/foreign-policy/160463-time-for-legislation-on-bahrain  http://www.opencongress.org/bill/112-h440/text"	5000	541	4459	https://petitions.whitehouse.gov/petition/help-protect-life-liberty-and-basic-rights-bahraini-demonstrators	30	Closed	1316834030	14	10	24	63	110	125	30	29	21	28	21	9	12	7	3	5	4	3	2	1	4	2	0	3	0	3	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	541
396	4e7d49f14bd5047575000104	petition	Enforce all Labor Laws & Protect All Whistleblowers in Government & all other US Workplaces from Unlawful Retaliation!	"Most US workplaces are not legally compliant with workplace laws that protect against discrimination, harassment, retaliation, lack of safety, public health violations, wage & hour violations, union-busting, consumer fraud & taxpayer fraud.  Most US workplaces regard labor laws as essentially optional; this includes US government workplaces. What happened to Shirley Sherrod happens daily to hundreds of Americans who have no recourse & are not reinstated.  Justice is only available to those who can afford lawyers & most cannot. Government entities & corporations spend millions of dollars to protect harassers, discriminatators & retaliators while doing all they can to fire employees who make legitimate complaints at work. This ruins lives.  This must stop. Labor laws MUST be enforced. "	5000	1525	3475	https://petitions.whitehouse.gov/petition/enforce-all-labor-laws-protect-all-whistleblowers-government-all-other-us-workplaces	30	Closed	1316834187	36	22	14	17	5	17	5	16	19	263	201	138	73	47	43	70	65	45	45	38	24	30	16	31	23	35	76	47	45	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1525
401	4e7d52662ee8d0ce710000f4	petition	STOP the Death Penality Now in Memory of Troy Davis	"Joined by Justice Clarence Thomas in dissent, Justice Antonin Scalia criticized his colleagues for thinking that mere innocence is grounds to overturn a conviction.   This is neither fiction nor funny. Our nation's highest court is willing to murder someone regardless of their innocence, due process or appeals.    ""Capital punishment is the most PREMEDITATED Murder of all Murders"" Camus  The Death Penality is INHUMANE, Abhorrent  and beneath our nations stated principles of justice for all. Every time a person is put to death it robs of ALL of our own humanity. Please help to END the DEATH PENALITY NOW in honor of Troy Davis.  "	5000	1709	3291	https://petitions.whitehouse.gov/petition/stop-death-penality-now-memory-troy-davis	30	Closed	1316837466	44	48	36	12	8	327	234	143	124	115	101	80	54	46	34	35	41	26	28	20	19	13	9	12	17	16	17	21	18	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1709
406	4e7d8a302ee8d0f9100000e7	petition	Investigate and announce the National Economic and Stability Reformation Act (NESARA) to the American people.	"N.E.S.A.R.A. reformation includes, but is not limited to:  Debt-forgiveness (zero-out) on all Credit Card, Auto, Personal, Educational, and Mortgage Loan Debt as a remedy for years of Bank Frauds.  Creates a U.S. Treasury Bank System; Absorbs the Federal Reserve; Issues new precious metals backed currency. Permanently eliminates Inflation.  Abolishes the IRS. Tax Collections. Creates a Sales Tax Revenue on non-essential new items only to fund legit government operations.  Restores Constitutional Law; Retrains public servants to uphold Constitutional Law, including law enforcement, the courts and the remaining government agencies.  Websites:  http://www.earthsgoldenage.com http://pathwaytoascension.wordpress.com/2011/08/17/history-of-nesara"	5000	1185	3815	https://petitions.whitehouse.gov/petition/investigate-and-announce-national-economic-and-stability-reformation-act-nesara-american	30	Closed	1316852570	220	461	108	70	57	31	14	19	5	3	10	13	14	5	5	5	7	12	2	4	8	13	6	24	21	8	9	16	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1185
411	4e7d99ad709f03f5700001ba	petition	propose legislation that would make all federal election days national holidays to increase voter turnout.	"Every federal election should be a national holiday to increase voter turnout. The 2008 Presidential election holds the record for voter turnout with 63% of eligible voters voting. However good it is that 63% of voters voted, 37% did not express their opinions that day. Imagine if the record score for a math test was 63%. 37% is 78 million people, meaning 78 million people did not vote. Maybe they did not want to, or maybe they were delayed. To make every election day a national holiday (Election Day) would increase voter turnout not only by making that day a reminder to the people of their civic duty, but by giving them the time to vote. To increase voter turnout is to help show the true beliefs and opinions of the people of this great nation, and not just the beliefs and opinions of 63%."	5000	13347	0	https://petitions.whitehouse.gov/petition/propose-legislation-would-make-all-federal-election-days-national-holidays-increase-voter	30	Reviewed	1316855739	3840	1313	606	635	344	217	155	92	94	105	121	94	80	62	33	70	62	60	46	36	25	30	17	76	89	54	140	93	40	23	31	21	117	65	26	117	61	115	123	57	51	49	22	21	75	82	37	27	10	15	9	24	13	61	42	41	38	17	43	14	1	10076
416	4e7dd82b4bd504cc2000010a	petition	"protect coal ash recycling by promptly enacting disposal regulations that do NOT designate coal ash a ‰ÛÏhazardous waste."""	"Citizens for Recycling First believes the best solution for coal ash disposal problems is to quit throwing coal ash away.  Millions of tons of coal ash are safely recycled every year into construction materials like concrete and wallboard -- conserving natural resources, reducing landfill use and decreasing greenhouse gas emissions.  That environmentally beneficial practice is threatened by irresponsibly labeling coal ash as ""toxic"" or ‰ÛÏhazardous.‰Ûù EPA is considering disposal regulations that may include a ""hazardous"" designation. Regulatory uncertainty created by this proposal is already harming recycling. It is imperative that the Administration lift the cloud of uncertainty by promptly creating new disposal regulations without an unwarranted ""hazardous"" label.  www.recyclingfirst.org"	5000	5408	0	https://petitions.whitehouse.gov/petition/protect-coal-ash-recycling-promptly-enacting-disposal-regulations-do-not-designate-coal-ash	30	Reviewed	1316871076	20	9	124	116	79	90	35	15	16	137	123	60	44	16	9	21	222	294	291	220	154	28	54	162	208	186	262	899	989	205	48	10	11	5	3	6	6	9	3	3	2	3	3	2	2	6	2	1	1	2	0	2	4	2	1	1	2	0	3	1	1	5232
