serial	id	type	title	body	signature_threshold	signature_count	signatures_needed	url	deadline	status	created	day1	day2	day3	day4	day5	day6	day7	day8	day9	day10	day11	day12	day13	day14	day15	day16	day17	day18	day19	day20	day21	day22	day23	day24	day25	day26	day27	day28	day29	day30	day31	day32	day33	day34	day35	day36	day37	day38	day39	day40	day41	day42	day43	day44	day45	day46	day47	day48	day49	day50	day51	day52	day53	day54	day55	day56	day57	day58	day59	day60	numpeaks	total
10656	520bd9080aa04d814e000006	petition	Examine the systematic dismantling of the USPS. It's bad for Americans and main street!	"The United State Postal Service has been the glue to hold our country together since it's inception. It is the largest employer of minorities and women and the 2nd largest employer behind Walmart.   Due to excessive regulation by Congress of this governmental/ corporate hybrid organization, they have been setup for failure. The internet didn't ruin the USPS (there is more of a demand than ever for shipping all the products you purchased online), congress is.... if we let them.   Please sign this petition to show your support for the organization and the hundred and thousands of individuals who deliver the mail through rain, sleet and snow for you. https://www.facebook.com/usps"	100000	1382	98618	https://petitions.whitehouse.gov/petition/examine-systematic-dismantling-usps-its-bad-americans-and-main-street	30	Closed	1376508256	77	10	3	2	19	5	171	199	126	89	85	64	48	82	48	59	39	29	20	30	25	39	27	11	13	19	16	8	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1382
10661	520c31e9688938e047000003	petition	Have the Federal Government investigate the murders of Channon Christian and Christopher Newsom as a Hate Crime.	"On June 6th 2007 Channon Christtian and Christopher Newsom were going to a friends house to watch a movie. When they pulled into the parking lot of the aprtment complex they were hijacked by four black men and a black woman. They were taken to a house and  Christopher was  gagged  His ankles were bound with his own belt. His hands were secured behind his back. His face was wrapped in a bandanna. His head was covered with a sweatshirt tied around his neck with shoestrings He had been raped in the final hours of his life. He was forced to walk barefoot to the railroad tracks where he was shot in the back and neck and then killed execution style. Channon was raped in every way possible, beaten, and had bleach poured down her throat. She was wrapped in bags and stuffed in a trash can to die."	100000	1498	98502	https://petitions.whitehouse.gov/petition/have-federal-government-investigate-murders-channon-christian-and-christopher-newsom-hate	30	Closed	1376531457	224	133	44	41	52	87	111	59	116	88	67	72	38	50	45	46	28	28	20	25	23	9	13	4	11	18	13	18	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1498
10666	520d6cc80aa04d757d000010	petition	"We call for an early presidential election, and rebel Obama because of his abuse of power."	"The House Judiciary Committee voted on July 27, 1974 to recommend the impeachment against President Nixon because his abuse of power. In 2013 president Obama did the same mistake by abusing his power of authority to support and fund the terrorist organization (Muslim brotherhood which is the founder and leader of Hamas) in the Middle East countries to achieve a destructive objective against those countries which is not accepted by the majority of Americans nor human rights (led to the death of thousands.) Obama developed a wave of hatred against the American government and is leading to lose Egypt as one of USAs very strong alliance, which is also the leading country in its region and this wave transferred to other countries including Tunisia, Syria, and the gulf region. "	100000	7847	92153	https://petitions.whitehouse.gov/petition/we-call-early-presidential-election-and-rebel-obama-because-his-abuse-power	30	Closed	1376613926	4003	1388	412	187	108	112	101	165	146	120	93	74	108	87	102	86	95	56	40	50	42	42	32	23	28	29	31	30	22	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7847
10671	520d6cf82bcfa3923800000f	petition	Repeal the 25 year import rule to allow newer grey market cars and light trucks.	"On Tuesday August 13, 2013, US Customs and Border Patrol publicly destroyed a Land Rover Defender which had been imported illegally into the US, but was changed to be an older, legally imported model.  In 2011, owners of Nissan Skyline GTR's had their cars seized.  In Canada, however, a 15 year old car can be reasonably imported with no modifications.   No one wants to go through the trouble to import a non standard automobile, except enthusiasts and collectors.  By opening up the import restrictions to 10 model years it will give consumers a wider range of vehicular choices, especially in today's inflated used car market (no thanks to Cash for Clunkers).  Vehicles sold in the UK, EU, and Japan in recent years are generally just as safe and have similar, if not better environmental impacts"	100000	1152	98848	https://petitions.whitehouse.gov/petition/repeal-25-year-import-rule-allow-newer-grey-market-cars-and-light-trucks	30	Closed	1376612254	197	53	23	37	20	31	41	39	41	31	21	30	74	15	20	21	14	15	167	154	31	9	9	14	4	1	11	11	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1152
10676	520dbc9e6ce61c0c72000000	petition	Saving A Primary School Teacher in Hong Kong from Political Persecution	"Ms Alpais Lam Wai-sze, a primary school teacher in Hong Kong, is being politically persecuted after shouting obscenity in an argument over police to allow freedom of expression on public space on July 14.  Harassment of Lam followed.  Huge banners were left at her school calling for her dismissal.  On August 11, The chief executive of Hong Kong Government, urged the Education Bureau to file a report on Ms Lam‰Ûªs case.  The Regional Crime Squad of the police received order to investigate into Lam‰Ûªs case. Ms Lam was facing tremendous pressure now and we wish the international community can help. Report of Ms Lam‰Ûªs case•_Î available in Internet: ‰Û÷Mong Kok crime squad to investigate teacher who swore at police‰Ûª South China Morning Post, Hong Kong, August 15, 201"	100000	14709	85291	https://petitions.whitehouse.gov/petition/saving-primary-school-teacher-hong-kong-political-persecution	30	Closed	1376632792	5869	1274	616	377	296	385	336	555	670	606	395	213	297	313	248	252	372	286	246	242	220	103	162	68	22	47	27	104	73	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14709
10681	520fe66d2bcfa32112000007	petition	Save the A-10 Thunderbolt II from retirement due to budget cuts.	Tell the Obama administration to reconsider the retirement of the A-10 attack aircraft. There is no available replacement currently in the Department of Defense. Lives will be lost overseas without this aircraft.	100000	1340	98660	https://petitions.whitehouse.gov/petition/save-10-thunderbolt-ii-retirement-due-budget-cuts	30	Closed	1376773780	3	143	187	198	87	74	61	40	33	38	46	52	53	36	44	20	27	41	30	20	14	9	9	12	11	5	4	10	13	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1340
10686	52100003ee140fbf5700000e	petition	"Make BSL's illegal across the United States, and Dissolve existing BSL's that are in standing."	"BSL's have plagued the Bully Breed Lovers across the United States for years.  People in need of a service dog, that their service dog happens to be a pit bull can not even step foot in such towns or states, such as Denver, CO without the fear of the companion they depend on being taken away (such as my service dog is).  Since Denver is one of the hubs for traveling by air, this has kept me from going to such destinations to help fight against the BSL's in the United Stattes.  Knowing the President does not support BSL's, it's time to petition him to make them illegal in the United States once and for all, and dissolve all standing BSL ordinances with in it's borders!"	100000	1723	98277	https://petitions.whitehouse.gov/petition/make-bsls-illegal-across-united-states-and-dissolve-existing-bsls-are-standing	30	Closed	1376780551	58	33	75	341	177	128	131	112	67	59	188	49	32	38	25	29	25	19	23	19	13	11	9	10	7	7	5	7	18	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1723
10691	5210a34c704301a122000005	petition	Where is my brother's human rights? \tWhere is justice in China? \t_öÔŒ_ÙŒ_Ùç_ã____ùÄŒÏ¬ŒÒ»_àÎ•_Ù \t_ü_Œ__ç_ãŒèü__¥ŒÉÂ__£ŒÏ¬ŒÒ»_àÎ•_Ù	"      _öÔè_Å_ü__öÔŒ_ÙŒ_Ùèøá_ãÀ•___ü___´_ü_Œ_____ŒçÑç___÷___÷èÀê__ Œ_¢_¢ Œø_Œá¬_¢ùè«»_±Á‹ÛÅ_Â_Œ_Ü_äÒŒàÈ__´Œ_çŒ_±Œ_ÀŒ__Œ_¬èÛÉ•___ü___´_ü_Œ_____ŒçÑç___÷_Œüâ_ÈÔŒÀÄ__¥_ª¢__ä__¥Œö__Áö‹Ûâ     _öÔŒ_ÙŒÏ¬ç___÷___÷èÀêŒá´__Ï21Œ_«__ ‹Ûâ2007Œ_«Œ_ÛŒ_ÜŒÉÂŒèü_ÑÊçê _ä£ŒÉÜ_öÔŒ_ÙŒá´èµã•_Î2009Œ_«_öÔŒ_ÙçÓ_èøáŒ__Œ_¬_È_è£Å‹Ûâ__ÜŒê_ŒÉÂŒèüŒè÷_ÏÂŒ_ÊŒ_ä_ÑÊçê _ä£ŒÉÜ_öÔŒ_ÙŒá´èµã•_ÎŒÉÂŒèü_Û_èÀÇŒÉ¬__ÒŒÔ÷Œá´ç__ç©_çª_Œ__Œ_¬ŒêöŒêÎ, _öÔŒ_ÙŒè»Œ_ÑŒÏ¬2011Œ_«10_ÏöŒö¡ç___÷_ŒüâèµÇŒ±±ŒÎ___¥_ª¢‹ÛÅç___÷_Œüâ_ü_ç____¥_ª¢èµáèøäŒÉÂŒèü‹Ûâ     2012Œ_«2_Ïöèøäè¨__ÏÙ_Ñ«•_ÎŒÉÂŒèü_çè_ÛÊ_öÔŒ_Ù_ÑáŒá´13Œ_©ç_ãç_»Œêç_ù___¥Œ_Û_ª__È_‹Ûâ2013Œ_«6_Ïö_öÔŒ_Ù_ä_ŒÉÂŒèü_¢ Œø_ŒçèŒ¥ •_ÎŒÉÂŒèü_äÒ_äÜŒø__öÔŒ_ÙèÀ_èÁÎ___è_Ç_ÓÈŒàÈ‹Ûâç_¡ŒÏ¬_öÔŒ_Ùè¢ÇèÀÇŒ¨__öê_ü´_àçŒÀ__ÄÅçÑà‹Ûâ     ç___÷___÷èÀê_¢ Œø__ÏäŒê_Œè¡_Ïä_Àù______•_ÎŒÏ¬ç___÷_Œüâ_ü__äÛ_Â__ü_‹ÛÅç_¨_ÑÊŒÉ_ç_»Œ____¥‹ÛÅŒá¬_¢ùè«»_±ÁŒ___Ïäèµã___‹ÛÅ__µŒê_Œ__Œ_¬èÛÉèÁÛ_±Ñ_Õ±•__ç___÷___÷èÀê__Å_ü___¬Œ Îèµã__ª•__èÔ£__Ü_¥À_Ä_èáÄ_÷_2006Œ_«ŒÉ´èâÁ184_üà•_Î2010Œ_«ŒÉ´èâÁ_àÔçÎ_Œ¢_èà_4000_üà•_Î_ÛÈçÈèçê __àŒ_©ç_ø2006Œ_«ŒÉ´èâÁ184_üà•_Î2010Œ_«ŒÉ´èâÁ_àÔè__Œö¡1744_üà•_Å2008Œ_«_üÛ2011Œ_«_öÔŒ_Ù_ü_ŒÉÂŒèüŒÅ_Œö¡èê´_Ó__Â_762680ŒÉÄ•__2009Œ_«7_Ïö‰ÛÓ2012Œ_«2_Ïö_öÔŒ_ÙŒÏ¬__¥Œ¨_ŒÅà_Ñ´‹ÛÅ_ù___¥Œ¨_ŒÅà_Ñ´‹ÛÅŒ_«__ÔŒÅàŒ_Êçè_ŒÉ±è¨Á311Œ_©•____ _÷ø2009Œ_«7_Ïö‰ÛÓ2012Œ_«2_Ïö32_ü»_Ïö_öÔŒ_ÙŒè»_¢ Œö¡15955ŒÉÄŒá´èµã•_ÎŒ__Œùà400Œ__ŒÉÄ/_Ïö‹Ûâ      ç___÷__ü_ç____¥_ª¢Œ_èèÒä__¥Œ¨÷ŒÕÎèµÇŒ±±ŒÎ___¥_ª¢Œèü_©Â_É___¥Œ¨÷__ä__¥Œö_Œ _•__Œè»Œö_Œ _ŒÉÂŒèüèÁ´ŒÅÀ_öÔŒ_Ù1_üà__ªŒÉÄ•_ö32_ü»_Ïö_Îä800ŒÉÄ/_ÏöèÁ´ŒÅÀ•_ä•_Î__¥_ª¢__Á_Ïä__ù__¥Œö_Œ _ŒÉÂŒèüŒ_ÓŒ_ÒèÁ´ŒÅÀŒÕÎèµÓŒÅÀ_öÔŒ_ÙŒ_ÓŒ_ÑŒá´èµã‹ÛÅŒ_Êçè_è«_;__¥_ª¢__«__Á_Ïä__ù__¥Œö_Œ _ŒÉÂŒèüŒ_ÓŒ_ÒèáÙ_öÔŒ_Ùç__è¨¢_ÑÊŒ__Œ¨__ÏÙ_ªêŒ__Œ_¬ŒêöŒêÎ‹Ûâ__¥_ª¢__»_____¥Œ_Ü_ùÁ__àŒÕÎ__ÜŒ¨_•_ÎèÀùŒèçŒ__Œ_¬__äè¨¨_È_è£ÅŒäçç_¨ç¬ÜŒ_è•_ÎŒ¡ Œ_ÉèøÅ__ÜŒ¨_•_ö_ÑáŒá´13Œ_©•_äŒÕÎŒ_ÉŒ __Áö_È_•_ö_ù___¥Œ_Û_ª_•_ä_èêŒäçŒ_Ê_È´Œèü__¥è¨_Œ¨_•_Î__¥_ª¢Œø__öÔŒ_Ùç_ãèøÅ_ç¨ŒàÊ___ŒÉ¬_Ä¬Œê_è¨_•_Îè¢ÇèµáèøäŒÉÂŒèüŒÅ_ç_ãŒÅàèøÅ‹ÛÅ__»èøÅ_üÛ__âè¨_Œèø‹Ûâ    Œ_±Œ_ÀŒ__Œ_¬èÛÉŒ_Ñ_üçŒö¡__¥Œ_Ü_Àù___•_Î_±âŒ_©_ÑÊ_Ñ¬•_Îè¡ÅèÄ_èÀ÷çÈªŒ__Œ_¬èÛÉŒÅ____ç_ãŒ¡__ü´ŒÕÎŒ_Ó_Ïäç_ãçÓÙ_«È•_Ù    çÓµèøù•_ö0065•_ä81948969  "	100000	348	99652	https://petitions.whitehouse.gov/petition/where-my-brothers-human-rights-where-justice-china-_öÔŒ_ÙŒ_Ùç_ã____ùÄŒÏ¬ŒÒ»_àÎ•_Ù-_ü_Œ__ç_ãŒèü__¥ŒÉÂ__£ŒÏ¬ŒÒ»_àÎ•_Ù-6	30	Closed	1376830381	202	3	1	10	16	19	23	17	11	7	7	2	4	3	3	3	5	2	1	2	3	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	348
10696	5211061300e5798c52000005	petition	"Enforce current, established Animal Welfare Act regulations for the housing of the orca whale Lolita."	"Lolita is a 20 foot long, 7000åÊlb. orca who has lived at the Miami Seaquarium for over 40 years.  Her living conditions do not meet the requirements set by the Animal Welfare Act (AWA) in 1966. After multiple requests to the Miami Seaquarium to move Lolita to a bigger pool or sea pen, and offer her protection from the sun, she remains captive in a pool that is below standards of the AWA. Lolita‰Ûªs birthright is the L25 matriline of the ‰ÛÏL‰Ûù pod of the Southern Resident orca community in the Pacific Northwest.  It is our request that the United States Government be involved in this matter and enforce this federal law. We request Lolita to be removed from the Miami Seaquarium and rehabilitated in a waiting sea pen in Washington State. It is our hope that she be reintegrated into her pod."	100000	1432	98568	https://petitions.whitehouse.gov/petition/enforce-current-established-animal-welfare-act-regulations-housing-orca-whale-lolita	30	Closed	1376939434	6	36	10	9	41	22	60	145	67	100	153	322	61	41	48	29	45	17	13	24	52	31	10	19	21	12	11	4	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1432
10701	5211125aeab72aba78000004	petition	"General Chuck Yeager, Honorary Promotion, USAF honors a cornerstone in Leadership"	"We the People, a group of concerned citizens seek to correct an omission on part of the USAF. We seek nothing for ourselves, but to recognize the decades of service to our military and improvement to aviation.  General Yeager at no time in his career ever sought personnel gain in the military. He stepped up time after time, and performed the mission as required.  We seek to have General Yeager receive a Honorary promotion to Major General. This will not cost any funding to bestow this promotion. We General Yeager is asked to perform duties for the Military, It's Yes Sir or Ma'am. We request this as time is of the essence.  Thank You, Ronald A. Enriquez Msgt, USAF, (Retired)         "	100000	435	99565	https://petitions.whitehouse.gov/petition/general-chuck-yeager-honorary-promotion-usaf-honors-cornerstone-leadership	30	Closed	1376851440	30	40	17	48	75	35	26	10	14	15	17	16	10	10	6	5	8	9	3	2	5	4	5	3	0	0	6	4	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	435
10706	521235f2c988d48c50000008	petition	President Obama please enact the Recommendation of the National Academy of Sciences and Stop the removal of Mustangs.	"   We, the undersigned, respectfully request that President Obama  direct his Secretary of Interior, Sally Jewell, to order the BLM to implement the recommendations of the National Academy of Sciences report, commissioned by the BLM and made public two months ago. The recommendations are as follows: 1. Stop the removal of mustangs and burros from public lands. 2.  Allow  mustangs and burros to remain on the designated herd areas and manage the population through the use of PZP birth control. The current policy of violent removal, stockpiling 55,000 plus horses in questionable conditions is not only cruel,it is costing American taxpayers 70 million dollars a year. The NAS recommendations are practical and compassionate and less costly. We ask that you act on our request swiftly."	100000	1049	98951	https://petitions.whitehouse.gov/petition/president-obama-please-enact-recommendation-national-academy-sciences-and-stop-removal	30	Closed	1376926922	79	26	12	18	14	160	112	71	86	55	60	49	33	32	31	26	35	20	13	12	13	10	10	9	7	9	15	8	14	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1049
10711	521243e8b15a7a631400000a	petition	Restore the Congressionally mandated Comprehensive Sickle Cell Centers to find a cure for 100K US children & adults	"It has been over 40 years since the Sickle Cell Anemia Control Act was signed into law from which the National Sickle Cell Disease Program was established. In 1972-73 the National Heart, Lung and Blood Institute, NHLBI began funding the comprehensive sickle cell centers.  In 2008, through restructuring by the NHLBI these centers were eliminated as a new direction was taken with the ""Recommitment to Sickle Cell Disease Research"".  About $20 million per year was lost in the process and we are left waiting for a CURE for SCD. Researchers are eager to find the cure! We urge President Barack Obama  to reestablish the Comprehensive Sickle Cell Centers so that we can move further and faster toward a universal cure for sickle cell disease for the 100K US children and adults that live with pain. "	100000	201	99799	https://petitions.whitehouse.gov/petition/restore-congressionally-mandated-comprehensive-sickle-cell-centers-find-cure-100k-us	30	Closed	1377971558	10	1	0	26	21	6	1	1	3	9	4	6	11	10	7	1	4	7	0	8	1	0	1	6	4	14	9	9	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	201
10716	52143a9400e579903900000e	petition	Restore the United States‰Ûª human rights record and grant clemency to Pvt. Bradley Manning!	"The prosecution of Bradley Manning starkly contrasts to the US govt's repeated failure to deliver justice for serious human rights violations committed during counter-terror operations of the past decade.  Manning, who released classified information exposing potential breaches of international humanitarian law by US forces, was sentenced in military court on Aug 21st to 35 yrs in prison.  Manning's severe sentence contrasts with the leniency given those responsible for torture and other types of grave human rights violations he revealed.  To reduce this blight on the US human rights record, President Obama should grant Manning clemency for time served, protect whistleblowers, and provide accountability for crimes like those Manning exposed.  AMNESTY INTERNATIONAL PARDON.BRADLEYMANNING.ORG"	100000	25422	74578	https://petitions.whitehouse.gov/petition/restore-united-states‰Ûª-human-rights-record-and-grant-clemency-pvt-bradley-manning	30	Closed	1377098016	8932	3387	1723	1316	1199	965	1655	1185	886	380	260	168	175	231	336	509	159	153	93	100	239	116	67	107	136	254	251	133	210	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25422
10721	52153347c988d41d76000010	petition	Declare the Arctic National Wildlife Refuge's coastal plain a National Monument.	"The Arctic National Wildlife Refuge is one of the few remaining wild places left in North America and it needs the additional protection that National Monument status would give it. The Coastal Plain, the heart of the Refuge, is currently threatened by oil development, Monument Status would prohibit such development from occurring.  The Arctic Refuge's coastal plain is the nesting home to migratory birds that return to every state in the Union, and is the calving ground to the 180,000 caribou of the Porcupine River Caribou Herd. The herd is a critical food source and is central to culture of the Gwich'in, a tribe of Native Americans located in remote northeastern Alaska and northern Canada.    Please share this petition to protect the Arctic Refuge, now and forever by making it a Monument."	100000	833	99167	https://petitions.whitehouse.gov/petition/declare-arctic-national-wildlife-refuges-coastal-plain-national-monument	30	Closed	1377122115	52	18	3	13	18	6	8	28	140	83	51	33	47	43	48	35	21	19	30	18	19	13	9	11	7	9	11	10	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	833
10726	521646f38cce3fae4e000004	petition	Grant PFC Manning access to necessary medical treatment.	"PFC Manning has revealed that she is suffering from Gender Identity Disorder; she wishes to live as a woman and be referred to as ""Chelsea Manning"" and with feminine pronouns.  According to the internationally accepted WPATH standards of care for transexuals, Hormone Replacement Therapy is a medically-necessary treatment for GID, and is widely available in the civilian world.  PFC Manning has been denied HRT by the Army, a decision which which will cause PFC Manning unnecessary suffering and constitutes a form of cruel and unusual punishment.   We petition the White House and the Commander-in-Chief to grant PFC Manning appropriate medical treatment as defined by the WPATH standards of care for transexuals, in accordance with basic human rights and anti-discrimination law."	100000	1294	98706	https://petitions.whitehouse.gov/petition/grant-pfc-manning-access-necessary-medical-treatment	30	Closed	1377192788	113	296	225	113	55	73	56	86	31	20	20	26	19	19	23	7	5	11	11	11	9	5	7	6	11	5	4	11	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1294
10731	52167ee67043018f5c00000e	petition	Stop SOPA 2013	"In 2012 the Online Privacy Act was brought fourth to congress to be passed which would have negatively affected everyone on the internet as a whole. The people fought back and it never happened. Several times now since then it was revised under a different title with changes and tweaks to the wording to again try to get it to pass without the general public knowing about it. Each time it was found out, and then repealed.  Here we are in 2013 and again dealing with a portion of SOPA, this time the streaming of copywritten works is at the forefront of this particular law to be. If a particular stream contains any copywritten material of any sort the uploader and creator of said content can be found guilty and automatically placed in prison for years on felony charges. Let's end this for good"	100000	119106	0	https://petitions.whitehouse.gov/petition/stop-sopa-2013	30	Reviewed	1377207565	11244	10697	44722	13819	9792	7073	3425	829	633	500	509	400	287	314	258	263	162	181	134	138	104	137	97	99	87	113	89	189	104	87	48	40	44	47	41	37	35	33	58	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	51	32	58	46	1	107195
10736	52169390adfd95f60700000c	petition	"Award the Medal of Freedom to Ms. Antoinette Tuff, for her heroism in saving the lives of over 800 school children."	"On Tuesday August 20, 2013, Antoinette Tuff showed extreme selflessness and true heroism, when she convinced a mentally disturbed gunman to put down his gun and surrender to the police, thus single-handedly saving the lives of over 800 school children, teachers and staff members. We believe that this, amongst all else, makes Ms. Tuff more than worthy of the Medal Of Freedom, the highest honor a President can bestow upon an American civilian."	100000	1662	98338	https://petitions.whitehouse.gov/petition/award-medal-freedom-ms-antoinette-tuff-her-heroism-saving-lives-over-800-school-children	30	Closed	1377211928	68	465	297	120	73	100	63	70	39	27	21	24	23	25	18	11	8	11	7	22	9	10	8	10	10	9	59	30	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1662
10741	5216e556ee140f995c000002	petition	"publicly address the brutal murder of decorated WW2 Hero Delbert ""Shorty"" Belton allegedly by two teens in Spokane WA"	"WWII Veteran, Delbert Belton, represented the best of America ‰ÛÒ a member of the greatest generation, he answered his nation‰Ûªs call to arms and paid for the freedom we enjoy today when he was injured in fighting during the battle for Okinawa. This hero was savagely and ruthlessly beaten by two young teenagers and ultimately succumbed to his injuries and died.  Citizens are awaiting an official response from the President on this matter.    We have created a social media community at  https://www.facebook.com/pages/Justice-for-Delbert-Shorty-Belton/594903433905748  We ask that President Obama deliver a formal statement on this hate crime."	100000	4757	95243	https://petitions.whitehouse.gov/petition/publicly-address-brutal-murder-decorated-ww2-hero-delbert-shorty-belton-allegedly-two-teens	30	Closed	1377232533	1414	775	525	383	255	199	161	137	110	101	50	74	65	39	36	29	23	31	25	35	21	24	33	20	43	37	24	39	33	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4757
10746	52173aa06ce61cac14000002	petition	Allocate funding to Gastroparesis and Digestive Tract Paralysis research	"We are asking the government to reach out and provide funding for Gastroparesis and Digestive Tract Paralysis research. This condition has millions of suffers living, breathing, and dying every day; it's time to take action. With very little known about the cause, and no cure, suffers are generally left on their own to manage day-to-day living.  A quote taken from the GPACT website explains the vicious cycle of a person suffering from the condition: ""There are few medications available, mostly geared towards symptom control rather than dealing with the underlying problem. For this reason, they are often ineffective.""   Until we can cure the underlying problem we will continue to lose loved ones to these conditions. We the undersigned demand action! "	100000	338	99662	https://petitions.whitehouse.gov/petition/allocate-funding-gastroparesis-and-digestive-tract-paralysis-research	30	Closed	1377254202	34	41	64	54	17	19	13	12	9	9	11	7	5	5	2	2	2	4	4	3	0	2	3	2	3	2	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	338
10751	521797e0ee140fa10a00000e	petition	intercede immediately in the Fukushima Nuclear crisis and lead a global effort to contain the poisoning of the earth.	"We the people of the earth demand immediate and decisive action to halt the flow of radioactive water into the Pacific Ocean and a long term solution to the containment of all radioactive materials emitting from the site.  This is a global emergency: It requires a Global response.  The United States has an Obligation as the Leader of the Free world to begin, pursue, and conclude this effort.  NOW!!!!!! "	100000	3126	96874	https://petitions.whitehouse.gov/petition/intercede-immediately-fukushima-nuclear-crisis-and-lead-global-effort-contain-poisoning	30	Closed	1377278316	282	342	266	220	190	160	179	144	79	60	436	214	119	55	43	42	28	20	24	9	15	29	15	14	23	36	20	22	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3126
10756	5218253200e5799e65000018	petition	STOP POLICE OFFICERS FROM SHOOTING DOGS AND CATS	"ALL ACROSS THE U.S.A, POLICE ARE SHOOTING OUR PET CATS & DOGS TO DEATH. THEY MAINLY TARGET DOGS. IT IS A GROWING EPIDEMIC IN THE U.S.A. WE HAVE HEARD OUR POLITICAL LEADERS GIVING SPEECHES REGARDING GUN VIOLENCE, ASKING THE CITIZENS OF THE U.S.A TO TURN IN THEIR GUNS. IT IS NOW TIME FOR THE POLICE TO TURN IN THEIR GUNS IN EXCHANGE FOR A CAN OF MACE, WHENEVER THEY ENCOUNTER WHAT THEY WOULD CALL AN AGGRESSIVE PET. POLICE ALSO NEED TO BE EDUCATED ON NON-LETHAL METHODS TO USE ON AGGRESSIVE ANIMALS & FACE ANIMAL ABUSE CHARGES WHEN THEY MAIM OR KILL OUR PETS. IT IS TIME FOR ZERO TOLERANCE AGAINST THIS ESCALATING ANIMAL ABUSE IN THIS COUNTRY."	100000	2061	97939	https://petitions.whitehouse.gov/petition/stop-police-officers-shooting-dogs-and-cats	30	Closed	1377314983	47	30	23	10	11	4	174	233	132	111	154	190	150	97	43	36	68	64	43	30	41	36	40	39	44	48	50	52	39	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2061
